Bankrupt;x1;x2;x3;x4
0;0.750246662;0.93727788;0.513820504;0.839012002
0;0.737868245;0.934138241;0.48340077;0.840674789
0;0.780738836;0.943543262;0.538439039;0.929195513
0;0.829889251;0.935067187;0.502705601;0.90788161
0;0.814712471;0.937744832;0.49602691;0.918614143
1;0.749584605;0.934494715;0.504363087;0.80823533
1;0.729383528;0.931547845;0.470677132;0.803609759
0;0.757691301;0.940010767;0.496124409;0.865435197
0;0.760386149;0.943071757;0.522741676;0.868337515
0;0.756169518;0.931717332;0.446302345;0.90630952
0;0.737458293;0.924905685;0.438746161;0.85198174
0;0.802469638;0.934534782;0.503241847;0.884663059
0;0.818660604;0.936722179;0.454199776;0.972639599
0;0.810589624;0.932266767;0.479354556;0.951446625
0;0.782680791;0.944796324;0.550723931;0.936088521
0;0.810045538;0.935500775;0.501194365;0.938809445
0;0.772950692;0.935612599;0.485594501;0.858391027
0;0.780335365;0.933508571;0.479452055;0.889228165
0;0.803355858;0.940632554;0.484229513;0.895637452
0;0.696534784;0.896988131;0.384926632;0.861988693
0;0.744675475;0.930078706;0.479354556;0.846298032
0;0.778115712;0.927051004;0.450397309;0.884390967
0;0.810611279;0.934835229;0.517184225;0.922967621
0;0.865739501;0.957603554;0.492663189;0.907428122
0;0.840712926;0.946518295;0.500073124;0.911328113
0;0.751800419;0.940005629;0.504753083;0.860930556
0;0.73819695;0.94283092;0.527616633;0.875653778
0;0.826787788;0.941547257;0.532979086;0.916890891
0;0.784733359;0.940977775;0.524204163;0.855095686
0;0.855924294;0.948291057;0.506508068;0.91323276
0;0.839296125;0.951351477;0.530736606;0.888623515
0;0.779839062;0.939561351;0.470287135;0.892553738
1;0.737201424;0.909745325;0.470140886;0.837953865
0;0.779392824;0.941294675;0.516306732;0.879825861
0;0.779332161;0.941093086;0.508311802;0.8688817
0;0.800192112;0.932900561;0.477209574;0.911509508
0;0.790510581;0.928539736;0.468142154;0.848837561
0;0.835999006;0.936813058;0.50855555;0.855488708
0;0.809823823;0.93701903;0.488665724;0.936783868
0;0.830177957;0.929953336;0.469555891;0.890437464
0;0.762854559;0.938541378;0.500121874;0.908063005
0;0.859991632;0.944778193;0.567055038;0.931160625
0;0.751484002;0.91591844;0.463364696;0.798228376
0;0.786779333;0.937197138;0.492858187;0.920881579
0;0.834748779;0.93915298;0.493248184;0.912235088
0;0.718915607;0.860211343;0.479890801;0.893823503
0;0.761926145;0.943531167;0.546677717;0.889258397
0;0.791079985;0.938041638;0.479354556;0.878525864
0;0.815781274;0.937403161;0.520742943;0.897723494
0;0.863427662;0.943051861;0.480622045;0.923209481
0;0.820115637;0.940513351;0.485350753;0.908516492
0;0.783658909;0.946288332;0.528884122;0.877467727
0;0.765873218;0.935463179;0.488811973;0.891767694
0;0.802441895;0.940014804;0.527616633;0.914774617
0;0.799266558;0.940454915;0.517184225;0.886204916
0;0.827100383;0.953329515;0.5200117;0.909695559
0;0.848092544;0.948544772;0.529566616;0.879735163
0;0.770632494;0.94167272;0.480378297;0.895214197
1;0.761252295;0.929417374;0.456101009;0.810260906
0;0.788674002;0.948519733;0.546482718;0.897511866
0;0.783201453;0.945670681;0.529566616;0.884723524
0;0.84620708;0.936674055;0.469165895;0.897209541
0;0.830806857;0.92532005;0.445522352;0.849351513
0;0.806006415;0.938087397;0.507970555;0.880883998
0;0.832376687;0.941129609;0.502218106;0.959639629
0;0.871583078;0.93257186;0.483742017;0.873023551
0;0.76855958;0.930975103;0.465314678;0.90035372
0;0.863203943;0.942387039;0.533417833;0.935211779
0;0.756495953;0.924961476;0.496221908;0.848746863
0;0.778183283;0.940965173;0.496563155;0.931432718
0;0.830778097;0.941174501;0.49831814;0.918795538
0;0.72891621;0.926639818;0.460244723;0.916739729
0;0.763380456;0.944512689;0.521084191;0.895304895
0;0.790341442;0.949404752;0.526154146;0.924055991
0;0.775334535;0.932981628;0.520694194;0.869788675
0;0.86418677;0.937374266;0.483985765;0.922242041
0;0.799948019;0.942149995;0.507629308;0.966593101
0;0.780141389;0.956821091;0.550187686;0.902621157
0;0.757625918;0.939621031;0.481304539;0.892463041
0;0.813478427;0.940529014;0.527470385;0.934758291
0;0.786529528;0.935852717;0.492955687;0.855398011
0;0.812572479;0.952803752;0.514551748;0.921607159
0;0.835658752;0.948129471;0.519036708;0.871814252
0;0.78290249;0.941775142;0.501925608;0.878888654
1;0.780693384;0.923377543;0.454346024;0.835202709
1;0.775060563;0.932464314;0.468142154;0.824923663
1;0.765193202;0.926596561;0.465314678;0.798772561
0;0.752338294;0.935350358;0.496319407;0.866765426
0;0.750687796;0.930250615;0.472285867;0.882758412
0;0.79893936;0.932288869;0.479452055;0.957795447
0;0.727125391;0.926887834;0.452932287;0.86924449
0;0.775440918;0.916081675;0.427826257;0.873658433
0;0.75394116;0.932558622;0.46970214;0.921909484
0;0.80057078;0.923824887;0.438794911;0.934667594
0;0.718087641;0.921560747;0.464973431;0.882456087
0;0.825095213;0.921216955;0.487495734;0.902621157
0;0.756083574;0.937286468;0.511090528;0.878646794
0;0.769399685;0.931854429;0.480232048;0.871784019
0;0.785476486;0.935607152;0.468093404;0.941983856
0;0.772780552;0.939859952;0.496465656;0.909907186
0;0.783273125;0.935946138;0.49368693;0.896937449
0;0.758607533;0.930353765;0.469019646;0.862139855
0;0.741363808;0.940009705;0.490128211;0.909604861
0;0.797671033;0.955362569;0.589138595;0.920972277
0;0.769917368;0.939877358;0.480475796;0.9320676
0;0.811235029;0.926723799;0.458489738;0.897118844
0;0.769811773;0.928822625;0.46975089;0.866493334
0;0.75420705;0.936876083;0.492321942;0.892583971
0;0.711151701;0.922553676;0.440988641;0.841007346
0;0.789417104;0.932819508;0.488178228;0.880067721
0;0.75971455;0.94014745;0.528445376;0.932883877
0;0.87377312;0.943570454;0.514941744;0.954862896
0;0.795800311;0.935626524;0.4970994;0.845572452
0;0.807374868;0.944436187;0.517866719;0.92027693
0;0.776311255;0.949628878;0.491151952;0.959881489
0;0.749634747;0.940446712;0.528981621;0.916074614
0;0.828980746;0.943882936;0.484375762;0.977658191
0;0.785224982;0.952201477;0.544093989;0.911600206
0;0.799990592;0.941799187;0.542485253;0.857272425
0;0.744204018;0.933458198;0.501486862;0.807691145
0;0.770725039;0.939498889;0.52683664;0.859267769
0;0.784682693;0.93440005;0.487300736;0.759409862
0;0.745682557;0.934002672;0.504168089;0.865223569
0;0.831696367;0.935135345;0.507239312;0.915953684
0;0.763012822;0.929929327;0.474089602;0.865646824
0;0.781383359;0.939855227;0.524691659;0.855549173
0;0.850813272;0.941865639;0.553551406;0.890376999
0;0.798501011;0.953760302;0.540145274;0.929951326
0;0.726133373;0.932963081;0.491639448;0.812467878
0;0.841742944;0.938917261;0.524691659;0.895697917
1;0.692609135;0.918323291;0.447228587;0.818151586
1;0.711480705;0.922436162;0.456344757;0.809535327
1;0.709533951;0.902171489;0.345780724;0.799679536
1;0.742226715;0.931610241;0.469458392;0.867944493
1;0.662501905;0.884894515;0.440842393;0.803065574
1;0.709508977;0.904351889;0.370106762;0.800314418
1;0.701891227;0.921638976;0.438112417;0.824046921
0;0.753926399;0.932486915;0.486033247;0.844907337
0;0.738387545;0.926187106;0.467508409;0.861565438
0;0.787112583;0.922162368;0.434456199;0.956193125
0;0.728178017;0.923437496;0.457709745;0.848595701
0;0.697685995;0.918322313;0.459659728;0.805786498
0;0.756497154;0.902805941;0.421147565;0.860718929
0;0.759921964;0.932217075;0.43884366;0.913172295
0;0.791976814;0.934220415;0.446156096;0.921637392
0;0.706059394;0.919565297;0.462243455;0.853039877
0;0.82386679;0.924144819;0.484327012;0.887444448
0;0.790668011;0.939296377;0.519329206;0.887535145
0;0.787898178;0.933426757;0.486618242;0.879614233
0;0.767475458;0.933303016;0.471213377;0.888139795
0;0.76831273;0.928517775;0.460829718;0.889711884
0;0.734541111;0.92285033;0.451567299;0.878888654
0;0.783322067;0.933689965;0.495441915;0.891888624
0;0.754869597;0.931565663;0.479890801;0.879009584
0;0.765618171;0.928096379;0.47082338;0.856395683
0;0.794156342;0.945219705;0.547993955;0.920579254
0;0.769998868;0.922707216;0.435041193;0.904707198
0;0.768550393;0.909104233;0.398089017;0.851074765
0;0.771372015;0.930712591;0.50056062;0.882818877
0;0.758624852;0.934226923;0.471359626;0.882304925
0;0.693150674;0.922632247;0.468873397;0.848867793
0;0.771865049;0.930957649;0.487203237;0.905221151
0;0.790265772;0.932137813;0.494369424;0.899688605
0;0.767619726;0.937764492;0.510505533;0.954107083
0;0.70301486;0.917197512;0.494710671;0.836230613
0;0.866067393;0.938100693;0.506410569;0.937932702
0;0.757974442;0.931505418;0.494271925;0.844998035
0;0.81615931;0.942686735;0.506946814;0.933911782
0;0.743863058;0.940558568;0.481694535;0.923844363
0;0.760152843;0.930706435;0.473992103;0.89962814
0;0.799630361;0.930665889;0.436162434;0.964446594
0;0.775534357;0.952162869;0.549651441;0.91882577
0;0.802578447;0.939991347;0.522644177;0.853342202
0;0.745111551;0.924824551;0.466777166;0.817970191
0;0.769886691;0.940226576;0.521961683;0.86316776
0;0.822995634;0.934749011;0.491785697;0.797926051
0;0.743045189;0.932614518;0.496611905;0.844000363
0;0.821327724;0.930283176;0.473309609;0.897360704
0;0.736634221;0.922891044;0.440647394;0.873900293
0;0.782194907;0.936980618;0.50402184;0.847174774
0;0.836976376;0.937753814;0.512504266;0.883604922
0;0.793372003;0.956362776;0.553697655;0.943283853
0;0.709410211;0.928441239;0.49251694;0.799044653
0;0.827674898;0.936672531;0.50967679;0.872086344
1;0.75820875;0.922503066;0.506361819;0.780028419
0;0.754765228;0.934067168;0.493589431;0.856758473
0;0.754575676;0.927800753;0.487934481;0.838679445
0;0.780607898;0.907439163;0.474089602;0.958732654
0;0.729972703;0.91442322;0.498220641;0.875411918
0;0.68929055;0.906082763;0.479013309;0.789491187
0;0.743725897;0.913874844;0.454102277;0.852404994
0;0.773288764;0.931605812;0.45941598;0.913504852
0;0.765325289;0.926402305;0.453224784;0.869456118
0;0.705519829;0.938581094;0.465412178;0.840886417
0;0.849544048;0.935363268;0.495929411;0.910149046
0;0.778796619;0.93717918;0.490664457;0.892704901
0;0.802461461;0.933871614;0.475990835;0.881911903
0;0.77431432;0.934103064;0.482425779;0.894942105
0;0.737618354;0.925919461;0.449373568;0.875744475
0;0.75277346;0.916019786;0.490176961;0.907337425
0;0.795233708;0.930828979;0.478038317;0.903407201
0;0.720983654;0.914204165;0.462389704;0.888744445
0;0.756676182;0.92462022;0.483839516;0.885570034
0;0.771116702;0.953478685;0.557938868;0.951779182
0;0.81361388;0.928900931;0.487154487;0.977416332
0;0.702746404;0.89382069;0.370643007;0.818846933
0;0.769506268;0.932072025;0.492321942;0.898358376
0;0.757724184;0.941203052;0.514649247;0.916256009
0;0.718172619;0.930393668;0.482182031;0.859963116
0;0.746051718;0.933143238;0.495880661;0.902832784
0;0.803124997;0.936264322;0.493491932;0.903225806
0;0.77755798;0.928664268;0.473358358;0.955165221
0;0.81264622;0.935300572;0.536245308;0.879463071
0;0.845403894;0.934997107;0.477843319;0.919883907
0;0.746326885;0.934140261;0.495441915;0.827825982
0;0.80691616;0.938595529;0.479939551;0.91250718
0;0.759093266;0.940912881;0.465363428;0.947818726
0;0.763645222;0.925988518;0.488665724;0.931251323
0;0.78831792;0.932936653;0.493784429;0.945521057
0;0.786357989;0.953111695;0.535367816;0.912235088
0;0.82716688;0.938695412;0.520840443;0.859056142
0;0.721271608;0.914831508;0.455467265;0.817788796
0;0.779531393;0.942032511;0.505630576;0.871451462
0;0.832528609;0.946777783;0.578949934;0.863802642
0;0.768227783;0.936456831;0.520645444;0.848716631
0;0.833762767;0.928073833;0.466045922;0.942376878
0;0.69998927;0.921473576;0.446692341;0.867279378
0;0.788738947;0.937092932;0.489055721;0.858391027
0;0.828203433;0.929760728;0.489640716;0.883483992
0;0.812376256;0.958548664;0.558767611;0.929981558
0;0.806413741;0.948545105;0.587871106;0.882214227
0;0.804820414;0.932006132;0.485886998;0.855004988
0;0.757796213;0.936072802;0.497489397;0.879553768
0;0.76624335;0.929182324;0.480914542;0.848746863
0;0.79083032;0.908566796;0.484375762;0.944311757
0;0.752079855;0.90956871;0.497781894;0.866311939
0;0.676178258;0.92657798;0.474772096;0.791093509
0;0.706557161;0.911477911;0.458050992;0.881730508
0;0.77582691;0.931604029;0.461463462;0.910965323
0;0.760644363;0.927679753;0.453371033;0.865314267
0;0.712999483;0.938571317;0.46516843;0.843637573
0;0.850816211;0.93173031;0.465948423;0.907428122
0;0.804862322;0.936503551;0.489981963;0.880521208
0;0.791886566;0.933307678;0.47545459;0.878525864
0;0.78215128;0.936107319;0.483888266;0.89488164
0;0.751440489;0.921160887;0.446399844;0.873718898
0;0.752618803;0.916713674;0.486520743;0.903497899
0;0.806433173;0.929274144;0.48115829;0.910783928
0;0.73317707;0.933285643;0.480085799;0.899658373
0;0.756275004;0.923744988;0.481012041;0.879221211
0;0.769850779;0.957345882;0.546482718;0.964930314
0;0.815238942;0.93274244;0.484278263;0.972307041
0;0.71448078;0.933175173;0.471847121;0.863923572
0;0.786249726;0.933439278;0.494613172;0.900686277
0;0.770992766;0.939380643;0.501340613;0.922635064
0;0.733493589;0.929660777;0.476819578;0.860870091
0;0.788843204;0.93332141;0.499146882;0.913444387
0;0.79129114;0.924175853;0.43313996;0.899779303
0;0.789364367;0.928717756;0.475844586;0.966290776
0;0.779525499;0.939902941;0.520840443;0.91918856
0;0.837360635;0.925708921;0.472773363;0.945823382
0;0.746031935;0.936751051;0.501291864;0.86401427
0;0.790928956;0.937875415;0.474918344;0.910753696
0;0.753925472;0.941121197;0.470335885;0.944311757
0;0.783128417;0.921715037;0.468629649;0.928832724
0;0.815685913;0.932018036;0.476234583;0.965897754
0;0.780045884;0.953806699;0.534100327;0.92550715
0;0.861478287;0.938179034;0.511188027;0.860325906
0;0.736217074;0.884572055;0.388192853;0.842156181
0;0.788530301;0.943305242;0.512748013;0.872993319
0;0.880681898;0.949411764;0.580217423;0.866432869
0;0.756448172;0.935727145;0.506069322;0.839616652
0;0.843558295;0.921093497;0.447179837;0.940381534
0;0.700206289;0.912489551;0.440549895;0.86353055
0;0.773411236;0.93734087;0.485984498;0.852072437
0;0.797874564;0.920920242;0.441963633;0.855367778
0;0.837450165;0.959884171;0.543460245;0.960788463
0;0.82801631;0.950243612;0.599132258;0.918402515
0;0.803686207;0.933419138;0.489250719;0.849623606
1;0.669427859;0.890684009;0.453956028;0.753423829
0;0.757483787;0.94087023;0.517476722;0.894488617
0;0.765027584;0.933504261;0.47199337;0.868821235
0;0.813119339;0.907023068;0.48003705;0.955074523
0;0.75990696;0.911281935;0.488763223;0.86220032
0;0.680706409;0.924299765;0.474187101;0.788614445
0;0.704288112;0.908878561;0.459757227;0.89367234
0;0.776640701;0.926294451;0.430507483;0.918856003
0;0.77839285;0.926453063;0.473358358;0.862291018
0;0.712902073;0.947738616;0.466045922;0.865707289
0;0.861864538;0.930169427;0.459123483;0.922876924
0;0.791806796;0.9381352;0.492029445;0.882032832
0;0.791963287;0.932895052;0.473748355;0.865556127
0;0.793154607;0.934845169;0.481353288;0.905190918
0;0.742292629;0.91510084;0.444693609;0.86389334
0;0.767363257;0.915301904;0.494271925;0.898116516
0;0.836726958;0.926796878;0.481743285;0.918916468
0;0.764907904;0.932132014;0.470238385;0.906369985
0;0.7693452;0.927877802;0.507336811;0.884511896
0;0.769531932;0.957525622;0.526056647;0.967076821
0;0.841279967;0.930659002;0.482523278;0.978020981
0;0.743062106;0.922765438;0.432116219;0.858270097
0;0.792894582;0.93057569;0.482913275;0.908607189
0;0.759189159;0.94117964;0.511236777;0.902681622
0;0.720782901;0.919950263;0.452737289;0.864346827
0;0.784919304;0.936110395;0.498561888;0.914139735
0;0.79735134;0.934184562;0.5029006;0.903981619
0;0.802107192;0.937617562;0.506751816;0.973667503
0;0.78247888;0.93528332;0.50056062;0.918523445
0;0.837398375;0.940382783;0.475990835;0.935272244
0;0.767467685;0.936168225;0.499341881;0.860749161
0;0.798704008;0.935331081;0.462048457;0.91238625
0;0.766617459;0.927353356;0.453809779;0.924086223
0;0.811794354;0.914823852;0.470725881;0.959186141
0;0.795442033;0.928265787;0.453809779;0.961876833
0;0.798612314;0.954633595;0.538829035;0.903346736
0;0.843583173;0.939240329;0.511821772;0.866251474
0;0.67693822;0.88592088;0.418563838;0.811530671
0;0.797877314;0.943617867;0.524691659;0.848384074
0;0.902532055;0.946166387;0.565105055;0.862351483
0;0.754865103;0.936180961;0.511236777;0.841944554
0;0.853812822;0.917153259;0.462925949;0.951083835
0;0.732200519;0.904146869;0.442353629;0.935876893
0;0.782340063;0.938935219;0.478038317;0.85125616
0;0.82435605;0.921462375;0.488178228;0.850107325
0;0.855395035;0.957802342;0.552771413;0.949904768
0;0.818873375;0.944233393;0.552673914;0.929679233
0;0.799076608;0.92924295;0.461999708;0.833812014
1;0.677863247;0.846494745;0.311314776;0.706291381
0;0.756830007;0.9394791;0.509335543;0.890709556
0;0.762470406;0.93318209;0.480329547;0.854702663
0;0.810462451;0.910657431;0.46633842;0.947365239
0;0.745301531;0.899061424;0.443036123;0.856456148
0;0.672561234;0.914594855;0.45029981;0.794600478
0;0.737601175;0.904810245;0.457417248;0.895304895
0;0.781760109;0.91593894;0.407058938;0.929225746
0;0.756220697;0.90811391;0.437819919;0.865163104
0;0.715447303;0.944968839;0.48003705;0.901049067
0;0.874614941;0.928451817;0.460927217;0.966714031
0;0.800933723;0.93955191;0.506410569;0.887323518
0;0.792612747;0.931355541;0.465997173;0.903860689
0;0.759779564;0.932370936;0.475064593;0.924267618
0;0.739003791;0.910314455;0.448886072;0.855639871
0;0.769914129;0.90703317;0.447911081;0.887777005
0;0.848552451;0.929706106;0.483742017;0.918190888
0;0.752376438;0.905076146;0.400526495;0.893128156
0;0.765790004;0.928539163;0.485886998;0.861625903
0;0.833075661;0.953820906;0.50631307;0.933035039
0;0.858414718;0.928766325;0.477404573;0.965353569
0;0.722827312;0.862304086;0.364841808;0.819693443
0;0.798726974;0.929628409;0.485204504;0.919369955
0;0.758099009;0.932749725;0.467654658;0.876500287
0;0.721923566;0.917032725;0.460000975;0.859842186
0;0.750871024;0.927861861;0.47087213;0.888835142
0;0.806414548;0.932094064;0.492955687;0.90655138
0;0.800986209;0.93218204;0.474138351;0.973758201
0;0.776613968;0.908817853;0.478915809;0.93073737
0;0.84554271;0.943523555;0.489543216;0.956102428
0;0.799858901;0.935905868;0.496953152;0.851709647
0;0.824262494;0.934599716;0.476088334;0.904676966
0;0.76240985;0.923012151;0.460195973;0.930042023
0;0.831687034;0.921213188;0.501486862;0.960244279
0;0.794125038;0.916793648;0.438453664;0.970493092
0;0.80192571;0.95200163;0.528104129;0.889923512
0;0.817281083;0.936945943;0.497879394;0.862079391
0;0.70047466;0.879228432;0.419100083;0.84348641
0;0.80470284;0.944410595;0.528981621;0.887444448
0;0.838605593;0.946109164;0.565202554;0.855488708
0;0.770635993;0.936067705;0.515867986;0.856063125
0;0.861730551;0.914115933;0.45142105;0.936360613
0;0.817507466;0.897998889;0.446009847;0.95576987
0;0.779113117;0.939191979;0.493248184;0.858572422
0;0.828134895;0.908864895;0.448057329;0.859146839
0;0.87493155;0.95741894;0.537074051;0.965716359
0;0.789311369;0.937424616;0.537025301;0.921607159
0;0.720683104;0.93432826;0.50748306;0.812649273
0;0.766773036;0.925396739;0.451518549;0.835716661
1;0.833670214;0.928317018;0.44688734;0.824560873
0;0.768062278;0.941017143;0.511919271;0.893007226
0;0.767461627;0.933672185;0.479500804;0.865918916
0;0.803602547;0.923691689;0.472285867;0.948393143
0;0.756273273;0.886368281;0.498561888;0.870121232
0;0.703007501;0.913188734;0.480914542;0.810321371
0;0.752440685;0.904245651;0.465363428;0.91930949
0;0.772736109;0.925450249;0.467605908;0.950116395
0;0.739446271;0.886592752;0.437332423;0.835444569
0;0.73646251;0.939214033;0.469945888;0.931402485
0;0.891285283;0.936608973;0.502559353;0.965383801
0;0.77997964;0.942996562;0.493053186;0.953865224
0;0.804168211;0.927520573;0.467020914;0.941258276
0;0.778044825;0.938638268;0.497830644;0.938567585
0;0.721906373;0.89679543;0.433676205;0.85721196
0;0.773746093;0.912868636;0.494125676;0.87544215
0;0.856392981;0.930083634;0.48340077;0.927653657
0;0.706670107;0.936972262;0.485935748;0.892553738
0;0.779686999;0.933040056;0.501925608;0.861353811
0;0.770967442;0.952456574;0.495003169;0.924630408
0;0.876860454;0.935370497;0.489250719;0.983069807
0;0.803852458;0.879756587;0.496806903;0.846842217
0;0.815936891;0.932024749;0.478720811;0.910844393
0;0.792984823;0.934007704;0.493394433;0.864195665
0;0.739572109;0.907609391;0.47540584;0.880763068
0;0.760891144;0.936059741;0.500024375;0.869909605
0;0.828952034;0.933699801;0.487300736;0.904949058
0;0.810586847;0.921781689;0.461414713;0.972730296
0;0.752655319;0.932922504;0.4799883;0.912235088
0;0.838345281;0.943893358;0.488178228;0.969314025
0;0.764710325;0.933476695;0.471457125;0.843002691
0;0.787878048;0.92926552;0.461170965;0.895818847
0;0.778894967;0.924743136;0.468142154;0.945007105
0;0.859660257;0.912199408;0.48803198;0.969344257
0;0.795662589;0.918698521;0.425437527;0.938839677
0;0.81342116;0.956370842;0.517476722;0.927381564
0;0.823352029;0.936523011;0.488275728;0.85040965
0;0.745578623;0.870210383;0.452932287;0.889016537
0;0.826969059;0.943312578;0.529225369;0.898479306
0;0.826961151;0.953774762;0.607273436;0.886446776
0;0.763609216;0.937068855;0.519914201;0.868609608
0;0.890676128;0.927273093;0.491541949;0.953079179
0;0.807118647;0.89611991;0.495149417;0.969465187
0;0.768756766;0.94086708;0.494028177;0.846146869
0;0.852078086;0.910047569;0.457709745;0.932762947
0;0.892009886;0.956643006;0.530687856;0.95746289
0;0.806520617;0.93508174;0.512065519;0.914139735
0;0.727490487;0.934160166;0.504704334;0.790065604
0;0.80139065;0.941744734;0.544776483;0.844393385
1;0.691240549;0.908281141;0.410178911;0.78855398
1;0.732813895;0.929396075;0.44795983;0.768116818
1;0.676950978;0.894696163;0.392385317;0.815037639
0;0.761017699;0.936282583;0.486228246;0.883302597
0;0.750012983;0.932499307;0.473943353;0.852011972
0;0.805941012;0.923772343;0.483205772;0.953139644
0;0.741681569;0.868128414;0.442012382;0.856093358
0;0.688007971;0.906261335;0.457612246;0.802914412
0;0.74600042;0.899820213;0.448252328;0.930314116
0;0.762239393;0.926046876;0.479062058;0.942618738
0;0.689626049;0.910920673;0.4171501;0.823412039
0;0.712124208;0.937957334;0.469604641;0.900414185
